label,7_u1_200_p
time_s,envelope_detrended
0.000000000,0.243489
0.000113379,0.244126
0.000226757,0.244745
0.000340136,0.245347
0.000453515,0.245932
0.000566893,0.246498
0.000680272,0.247048
0.000793651,0.247579
0.000907029,0.248094
0.001020408,0.248590
0.001133787,0.249066
0.001247166,0.249526
0.001360544,0.249967
0.001473923,0.250389
0.001587302,0.250792
0.001700680,0.251176
0.001814059,0.251541
0.001927438,0.251887
0.002040816,0.252214
0.002154195,0.252519
0.002267574,0.252806
0.002380952,0.253073
0.002494331,0.253318
0.002607710,0.253544
0.002721088,0.253748
0.002834467,0.253931
0.002947846,0.254094
0.003061224,0.254235
0.003174603,0.254355
0.003287982,0.254452
0.003401361,0.254529
0.003514739,0.254583
0.003628118,0.254616
0.003741497,0.254626
0.003854875,0.254614
0.003968254,0.254580
0.004081633,0.254522
0.004195011,0.254441
0.004308390,0.254338
0.004421769,0.254212
0.004535147,0.254062
0.004648526,0.253889
0.004761905,0.253691
0.004875283,0.253471
0.004988662,0.253225
0.005102041,0.252956
0.005215420,0.252662
0.005328798,0.252345
0.005442177,0.252002
0.005555556,0.251635
0.005668934,0.251242
0.005782313,0.250826
0.005895692,0.250384
0.006009070,0.249916
0.006122449,0.249424
0.006235828,0.248906
0.006349206,0.248362
0.006462585,0.247794
0.006575964,0.247198
0.006689342,0.246577
0.006802721,0.245930
0.006916100,0.245258
0.007029478,0.244558
0.007142857,0.243832
0.007256236,0.243080
0.007369615,0.242301
0.007482993,0.241495
0.007596372,0.240663
0.007709751,0.239803
0.007823129,0.238916
0.007936508,0.238002
0.008049887,0.237060
0.008163265,0.236092
0.008276644,0.235096
0.008390023,0.234073
0.008503401,0.233022
0.008616780,0.231943
0.008730159,0.230836
0.008843537,0.229702
0.008956916,0.228539
0.009070295,0.227348
0.009183673,0.226130
0.009297052,0.224882
0.009410431,0.223607
0.009523810,0.222302
0.009637188,0.220970
0.009750567,0.219609
0.009863946,0.218220
0.009977324,0.216801
0.010090703,0.215355
0.010204082,0.213879
0.010317460,0.212375
0.010430839,0.210842
0.010544218,0.209281
0.010657596,0.207691
0.010770975,0.206073
0.010884354,0.204426
0.010997732,0.202750
0.011111111,0.201046
0.011224490,0.199314
0.011337868,0.197553
0.011451247,0.195763
0.011564626,0.193945
0.011678005,0.192099
0.011791383,0.190224
0.011904762,0.188321
0.012018141,0.186390
0.012131519,0.184431
0.012244898,0.182444
0.012358277,0.180429
0.012471655,0.178386
0.012585034,0.176314
0.012698413,0.174216
0.012811791,0.172090
0.012925170,0.169936
0.013038549,0.167756
0.013151927,0.165547
0.013265306,0.163311
0.013378685,0.161048
0.013492063,0.158758
0.013605442,0.156440
0.013718821,0.154096
0.013832200,0.151725
0.013945578,0.149326
0.014058957,0.146901
0.014172336,0.144448
0.014285714,0.141968
0.014399093,0.139461
0.014512472,0.136927
0.014625850,0.134366
0.014739229,0.131778
0.014852608,0.129163
0.014965986,0.126521
0.015079365,0.123853
0.015192744,0.121157
0.015306122,0.118435
0.015419501,0.115687
0.015532880,0.112912
0.015646259,0.110111
0.015759637,0.107282
0.015873016,0.104428
0.015986395,0.101547
0.016099773,0.098641
0.016213152,0.095709
0.016326531,0.092750
0.016439909,0.089767
0.016553288,0.086759
0.016666667,0.083724
0.016780045,0.080665
0.016893424,0.077582
0.017006803,0.074474
0.017120181,0.071341
0.017233560,0.068183
0.017346939,0.065002
0.017460317,0.061796
0.017573696,0.058567
0.017687075,0.055315
0.017800454,0.052039
0.017913832,0.048741
0.018027211,0.045419
0.018140590,0.042076
0.018253968,0.038709
0.018367347,0.035322
0.018480726,0.031912
0.018594104,0.028481
0.018707483,0.025030
0.018820862,0.021557
0.018934240,0.018063
0.019047619,0.014550
0.019160998,0.011017
0.019274376,0.007464
0.019387755,0.003892
0.019501134,0.000300
0.019614512,-0.003310
0.019727891,-0.006938
0.019841270,-0.010586
0.019954649,-0.014250
0.020068027,-0.017932
0.020181406,-0.021632
0.020294785,-0.025348
0.020408163,-0.029081
0.020521542,-0.032830
0.020634921,-0.036595
0.020748299,-0.040375
0.020861678,-0.044171
0.020975057,-0.047981
0.021088435,-0.051807
0.021201814,-0.055646
0.021315193,-0.059499
0.021428571,-0.063365
0.021541950,-0.067243
0.021655329,-0.071136
0.021768707,-0.075040
0.021882086,-0.078955
0.021995465,-0.082881
0.022108844,-0.086820
0.022222222,-0.090768
0.022335601,-0.094727
0.022448980,-0.098696
0.022562358,-0.102675
0.022675737,-0.106661
0.022789116,-0.110657
0.022902494,-0.114661
0.023015873,-0.118673
0.023129252,-0.122691
0.023242630,-0.126717
0.023356009,-0.130750
0.023469388,-0.134788
0.023582766,-0.138833
0.023696145,-0.142882
0.023809524,-0.146936
0.023922902,-0.150995
0.024036281,-0.155058
0.024149660,-0.159124
0.024263039,-0.163194
0.024376417,-0.167267
0.024489796,-0.171342
0.024603175,-0.175419
0.024716553,-0.179499
0.024829932,-0.183580
0.024943311,-0.187662
0.025056689,-0.191744
0.025170068,-0.195827
0.025283447,-0.199910
0.025396825,-0.203993
0.025510204,-0.208074
0.025623583,-0.212154
0.025736961,-0.216234
0.025850340,-0.220312
0.025963719,-0.224387
0.026077098,-0.228459
0.026190476,-0.232530
0.026303855,-0.236597
0.026417234,-0.240659
0.026530612,-0.244718
0.026643991,-0.248774
0.026757370,-0.252824
0.026870748,-0.256870
0.026984127,-0.260910
0.027097506,-0.264945
0.027210884,-0.268974
0.027324263,-0.272996
0.027437642,-0.277011
0.027551020,-0.281020
0.027664399,-0.285021
0.027777778,-0.289014
0.027891156,-0.292999
0.028004535,-0.296975
0.028117914,-0.300942
0.028231293,-0.304900
0.028344671,-0.308849
0.028458050,-0.312787
0.028571429,-0.316714
0.028684807,-0.320631
0.028798186,-0.324536
0.028911565,-0.328429
0.029024943,-0.332311
0.029138322,-0.336181
0.029251701,-0.340037
0.029365079,-0.343880
0.029478458,-0.347710
0.029591837,-0.351527
0.029705215,-0.355328
0.029818594,-0.359116
0.029931973,-0.362889
0.030045351,-0.366648
0.030158730,-0.370390
0.030272109,-0.374118
0.030385488,-0.377829
0.030498866,-0.381524
0.030612245,-0.385202
0.030725624,-0.388863
0.030839002,-0.392507
0.030952381,-0.396133
0.031065760,-0.399742
0.031179138,-0.403331
0.031292517,-0.406902
0.031405896,-0.410453
0.031519274,-0.413985
0.031632653,-0.417498
0.031746032,-0.420990
0.031859410,-0.424462
0.031972789,-0.427913
0.032086168,-0.431343
0.032199546,-0.434752
0.032312925,-0.438140
0.032426304,-0.441506
0.032539683,-0.444848
0.032653061,-0.448168
0.032766440,-0.451466
0.032879819,-0.454741
0.032993197,-0.457991
0.033106576,-0.461219
0.033219955,-0.464422
0.033333333,-0.467601
0.033446712,-0.470756
0.033560091,-0.473885
0.033673469,-0.476989
0.033786848,-0.480067
0.033900227,-0.483120
0.034013605,-0.486147
0.034126984,-0.489147
0.034240363,-0.492121
0.034353741,-0.495068
0.034467120,-0.497987
0.034580499,-0.500880
0.034693878,-0.503745
0.034807256,-0.506581
0.034920635,-0.509389
0.035034014,-0.512170
0.035147392,-0.514922
0.035260771,-0.517645
0.035374150,-0.520339
0.035487528,-0.523004
0.035600907,-0.525640
0.035714286,-0.528246
0.035827664,-0.530823
0.035941043,-0.533369
0.036054422,-0.535886
0.036167800,-0.538373
0.036281179,-0.540828
0.036394558,-0.543254
0.036507937,-0.545648
0.036621315,-0.548012
0.036734694,-0.550345
0.036848073,-0.552646
0.036961451,-0.554914
0.037074830,-0.557152
0.037188209,-0.559358
0.037301587,-0.561533
0.037414966,-0.563675
0.037528345,-0.565784
0.037641723,-0.567861
0.037755102,-0.569905
0.037868481,-0.571917
0.037981859,-0.573895
0.038095238,-0.575842
0.038208617,-0.577754
0.038321995,-0.579633
0.038435374,-0.581479
0.038548753,-0.583292
0.038662132,-0.585070
0.038775510,-0.586814
0.038888889,-0.588524
0.039002268,-0.590200
0.039115646,-0.591840
0.039229025,-0.593445
0.039342404,-0.595017
0.039455782,-0.596551
0.039569161,-0.598051
0.039682540,-0.599516
0.039795918,-0.600944
0.039909297,-0.602336
0.040022676,-0.603692
0.040136054,-0.605011
0.040249433,-0.606294
0.040362812,-0.607540
0.040476190,-0.608751
0.040589569,-0.609923
0.040702948,-0.611059
0.040816327,-0.612156
0.040929705,-0.613216
0.041043084,-0.614240
0.041156463,-0.615225
0.041269841,-0.616173
0.041383220,-0.617083
0.041496599,-0.617955
0.041609977,-0.618788
0.041723356,-0.619584
0.041836735,-0.620341
0.041950113,-0.621060
0.042063492,-0.621741
0.042176871,-0.622383
0.042290249,-0.622987
0.042403628,-0.623552
0.042517007,-0.624079
0.042630385,-0.624568
0.042743764,-0.625017
0.042857143,-0.625428
0.042970522,-0.625800
0.043083900,-0.626133
0.043197279,-0.626427
0.043310658,-0.626683
0.043424036,-0.626899
0.043537415,-0.627076
0.043650794,-0.627215
0.043764172,-0.627313
0.043877551,-0.627374
0.043990930,-0.627394
0.044104308,-0.627376
0.044217687,-0.627319
0.044331066,-0.627222
0.044444444,-0.627086
0.044557823,-0.626910
0.044671202,-0.626694
0.044784580,-0.626440
0.044897959,-0.626147
0.045011338,-0.625813
0.045124717,-0.625441
0.045238095,-0.625029
0.045351474,-0.624579
0.045464853,-0.624088
0.045578231,-0.623558
0.045691610,-0.622988
0.045804989,-0.622380
0.045918367,-0.621732
0.046031746,-0.621045
0.046145125,-0.620317
0.046258503,-0.619552
0.046371882,-0.618747
0.046485261,-0.617902
0.046598639,-0.617017
0.046712018,-0.616095
0.046825397,-0.615132
0.046938776,-0.614130
0.047052154,-0.613090
0.047165533,-0.612010
0.047278912,-0.610891
0.047392290,-0.609734
0.047505669,-0.608538
0.047619048,-0.607303
