rank,frequency_hz,magnitude_db
1,3000.000,-18.313
2,2992.875,-51.098
3,3007.125,-53.138
4,3001.000,-58.721
5,399.875,-59.949
6,180.000,-61.250
7,2820.000,-62.953
8,3002.000,-63.528
9,398.750,-64.095
10,2999.000,-64.179
