rank,frequency_hz,magnitude_db
1,3000.000,-15.245
2,3012.000,-48.236
3,2988.000,-48.314
4,392.000,-51.801
5,3004.000,-56.515
6,3023.375,-60.405
7,391.375,-60.553
8,390.500,-61.488
9,2820.000,-61.797
10,180.000,-62.694
