rank,frequency_hz,magnitude_db
1,8.125,-9.745
2,2.750,-24.351
3,5.375,-25.722
4,1.375,-36.429
5,23.500,-37.835
6,10.750,-42.668
7,6.750,-47.260
8,4.000,-47.544
9,9.375,-48.050
10,16.125,-48.081
