label,5_c_80_p
time_s,envelope_detrended
0.000000000,0.044829
0.000113379,0.045323
0.000226757,0.045823
0.000340136,0.046330
0.000453515,0.046843
0.000566893,0.047363
0.000680272,0.047889
0.000793651,0.048422
0.000907029,0.048960
0.001020408,0.049504
0.001133787,0.050055
0.001247166,0.050611
0.001360544,0.051174
0.001473923,0.051742
0.001587302,0.052317
0.001700680,0.052897
0.001814059,0.053483
0.001927438,0.054074
0.002040816,0.054671
0.002154195,0.055273
0.002267574,0.055881
0.002380952,0.056494
0.002494331,0.057113
0.002607710,0.057737
0.002721088,0.058366
0.002834467,0.059000
0.002947846,0.059638
0.003061224,0.060283
0.003174603,0.060931
0.003287982,0.061584
0.003401361,0.062242
0.003514739,0.062905
0.003628118,0.063571
0.003741497,0.064242
0.003854875,0.064917
0.003968254,0.065596
0.004081633,0.066280
0.004195011,0.066966
0.004308390,0.067657
0.004421769,0.068352
0.004535147,0.069049
0.004648526,0.069750
0.004761905,0.070454
0.004875283,0.071162
0.004988662,0.071872
0.005102041,0.072585
0.005215420,0.073300
0.005328798,0.074019
0.005442177,0.074739
0.005555556,0.075462
0.005668934,0.076187
0.005782313,0.076914
0.005895692,0.077644
0.006009070,0.078374
0.006122449,0.079106
0.006235828,0.079840
0.006349206,0.080576
0.006462585,0.081312
0.006575964,0.082051
0.006689342,0.082789
0.006802721,0.083529
0.006916100,0.084270
0.007029478,0.085011
0.007142857,0.085753
0.007256236,0.086495
0.007369615,0.087238
0.007482993,0.087981
0.007596372,0.088725
0.007709751,0.089468
0.007823129,0.090211
0.007936508,0.090954
0.008049887,0.091697
0.008163265,0.092439
0.008276644,0.093180
0.008390023,0.093922
0.008503401,0.094662
0.008616780,0.095401
0.008730159,0.096140
0.008843537,0.096877
0.008956916,0.097613
0.009070295,0.098348
0.009183673,0.099082
0.009297052,0.099813
0.009410431,0.100543
0.009523810,0.101271
0.009637188,0.101997
0.009750567,0.102720
0.009863946,0.103442
0.009977324,0.104161
0.010090703,0.104878
0.010204082,0.105592
0.010317460,0.106302
0.010430839,0.107011
0.010544218,0.107716
0.010657596,0.108418
0.010770975,0.109116
0.010884354,0.109811
0.010997732,0.110503
0.011111111,0.111190
0.011224490,0.111874
0.011337868,0.112554
0.011451247,0.113231
0.011564626,0.113902
0.011678005,0.114570
0.011791383,0.115233
0.011904762,0.115891
0.012018141,0.116546
0.012131519,0.117195
0.012244898,0.117839
0.012358277,0.118479
0.012471655,0.119114
0.012585034,0.119743
0.012698413,0.120368
0.012811791,0.120987
0.012925170,0.121601
0.013038549,0.122209
0.013151927,0.122812
0.013265306,0.123410
0.013378685,0.124002
0.013492063,0.124589
0.013605442,0.125169
0.013718821,0.125744
0.013832200,0.126313
0.013945578,0.126875
0.014058957,0.127432
0.014172336,0.127982
0.014285714,0.128527
0.014399093,0.129065
0.014512472,0.129597
0.014625850,0.130123
0.014739229,0.130642
0.014852608,0.131155
0.014965986,0.131661
0.015079365,0.132160
0.015192744,0.132652
0.015306122,0.133138
0.015419501,0.133617
0.015532880,0.134089
0.015646259,0.134554
0.015759637,0.135012
0.015873016,0.135463
0.015986395,0.135906
0.016099773,0.136342
0.016213152,0.136772
0.016326531,0.137193
0.016439909,0.137608
0.016553288,0.138015
0.016666667,0.138414
0.016780045,0.138806
0.016893424,0.139190
0.017006803,0.139567
0.017120181,0.139936
0.017233560,0.140297
0.017346939,0.140651
0.017460317,0.140997
0.017573696,0.141335
0.017687075,0.141666
0.017800454,0.141988
0.017913832,0.142303
0.018027211,0.142610
0.018140590,0.142910
0.018253968,0.143202
0.018367347,0.143486
0.018480726,0.143762
0.018594104,0.144030
0.018707483,0.144291
0.018820862,0.144544
0.018934240,0.144789
0.019047619,0.145027
0.019160998,0.145257
0.019274376,0.145480
0.019387755,0.145694
0.019501134,0.145902
0.019614512,0.146102
0.019727891,0.146295
0.019841270,0.146479
0.019954649,0.146657
0.020068027,0.146827
0.020181406,0.146990
0.020294785,0.147145
0.020408163,0.147292
0.020521542,0.147433
0.020634921,0.147567
0.020748299,0.147693
0.020861678,0.147812
0.020975057,0.147923
0.021088435,0.148028
0.021201814,0.148126
0.021315193,0.148216
0.021428571,0.148300
0.021541950,0.148376
0.021655329,0.148446
0.021768707,0.148508
0.021882086,0.148564
0.021995465,0.148613
0.022108844,0.148655
0.022222222,0.148691
0.022335601,0.148720
0.022448980,0.148742
0.022562358,0.148758
0.022675737,0.148767
0.022789116,0.148770
0.022902494,0.148767
0.023015873,0.148757
0.023129252,0.148742
0.023242630,0.148720
0.023356009,0.148692
