rank,frequency_hz,magnitude_db
1,3000.000,-19.739
2,386.125,-54.333
3,3004.000,-54.447
4,2998.000,-58.428
5,1351.625,-59.389
6,385.375,-59.526
7,1351.000,-60.437
8,385.125,-61.206
9,3002.000,-61.326
10,1352.125,-61.944
