rank,frequency_hz,magnitude_db
1,4.000,-13.394
2,2.000,-19.618
3,7.875,-21.142
4,11.875,-23.137
5,6.250,-38.028
6,3.250,-42.778
7,9.000,-43.061
8,15.250,-43.604
9,5.875,-44.747
10,7.125,-45.798
