rank,frequency_hz,magnitude_db
1,3000.000,-27.240
2,2992.000,-42.018
3,3008.000,-47.385
4,387.750,-52.036
5,387.375,-56.287
6,2984.125,-58.130
7,388.250,-59.952
8,1357.875,-60.888
9,385.750,-63.775
10,1356.375,-64.302
