rank,frequency_hz,magnitude_db
1,3000.000,-26.364
2,3005.250,-57.403
3,1283.625,-58.342
4,767.625,-60.565
5,1278.875,-60.919
6,1284.250,-61.465
7,2997.375,-61.552
8,1283.000,-61.794
9,1282.625,-62.085
10,1285.375,-62.509
