rank,frequency_hz,magnitude_db
1,3000.000,-15.946
2,3013.500,-49.841
3,3001.750,-51.263
4,2998.250,-51.844
5,180.000,-54.742
6,55.000,-55.214
7,2820.000,-55.284
8,3003.375,-56.188
9,1154.125,-57.691
10,2986.500,-57.789
