label,8_u1_120_p
time_s,envelope
0.000000000,18.940611
0.000113379,18.940586
0.000226757,18.940565
0.000340136,18.940550
0.000453515,18.940536
0.000566893,18.940533
0.000680272,18.940529
0.000793651,18.940533
0.000907029,18.940538
0.001020408,18.940552
0.001133787,18.940567
0.001247166,18.940588
0.001360544,18.940615
0.001473923,18.940645
0.001587302,18.940680
0.001700680,18.940722
0.001814059,18.940765
0.001927438,18.940813
0.002040816,18.940868
0.002154195,18.940928
0.002267574,18.940990
0.002380952,18.941057
0.002494331,18.941128
0.002607710,18.941208
0.002721088,18.941288
0.002834467,18.941372
0.002947846,18.941463
0.003061224,18.941557
0.003174603,18.941656
0.003287982,18.941757
0.003401361,18.941864
0.003514739,18.941975
0.003628118,18.942089
0.003741497,18.942205
0.003854875,18.942327
0.003968254,18.942451
0.004081633,18.942581
0.004195011,18.942713
0.004308390,18.942848
0.004421769,18.942986
0.004535147,18.943127
0.004648526,18.943272
0.004761905,18.943419
0.004875283,18.943569
0.004988662,18.943722
0.005102041,18.943876
0.005215420,18.944036
0.005328798,18.944199
0.005442177,18.944361
0.005555556,18.944527
0.005668934,18.944696
0.005782313,18.944868
0.005895692,18.945042
0.006009070,18.945219
0.006122449,18.945396
0.006235828,18.945576
0.006349206,18.945759
0.006462585,18.945946
0.006575964,18.946133
0.006689342,18.946323
0.006802721,18.946514
0.006916100,18.946709
0.007029478,18.946907
0.007142857,18.947105
0.007256236,18.947308
0.007369615,18.947512
0.007482993,18.947718
0.007596372,18.947927
0.007709751,18.948137
0.007823129,18.948351
0.007936508,18.948566
0.008049887,18.948786
0.008163265,18.949007
0.008276644,18.949230
0.008390023,18.949455
0.008503401,18.949684
0.008616780,18.949913
0.008730159,18.950146
0.008843537,18.950380
0.008956916,18.950617
0.009070295,18.950855
0.009183673,18.951097
0.009297052,18.951340
0.009410431,18.951586
0.009523810,18.951834
0.009637188,18.952084
0.009750567,18.952333
0.009863946,18.952589
0.009977324,18.952843
0.010090703,18.953102
0.010204082,18.953362
0.010317460,18.953623
0.010430839,18.953888
0.010544218,18.954153
0.010657596,18.954420
0.010770975,18.954691
0.010884354,18.954962
0.010997732,18.955236
0.011111111,18.955511
0.011224490,18.955791
0.011337868,18.956074
0.011451247,18.956356
0.011564626,18.956640
0.011678005,18.956930
0.011791383,18.957220
0.011904762,18.957514
0.012018141,18.957809
0.012131519,18.958109
0.012244898,18.958410
0.012358277,18.958714
0.012471655,18.959023
0.012585034,18.959333
0.012698413,18.959648
0.012811791,18.959965
0.012925170,18.960285
0.013038549,18.960608
0.013151927,18.960936
0.013265306,18.961267
0.013378685,18.961601
0.013492063,18.961941
0.013605442,18.962282
0.013718821,18.962627
0.013832200,18.962978
0.013945578,18.963331
0.014058957,18.963692
0.014172336,18.964052
0.014285714,18.964420
0.014399093,18.964790
0.014512472,18.965166
0.014625850,18.965546
0.014739229,18.965931
0.014852608,18.966318
0.014965986,18.966711
0.015079365,18.967112
0.015192744,18.967514
0.015306122,18.967922
0.015419501,18.968332
0.015532880,18.968750
0.015646259,18.969172
0.015759637,18.969599
0.015873016,18.970032
0.015986395,18.970469
0.016099773,18.970911
0.016213152,18.971357
0.016326531,18.971809
0.016439909,18.972267
0.016553288,18.972731
0.016666667,18.973202
0.016780045,18.973675
0.016893424,18.974154
0.017006803,18.974640
0.017120181,18.975132
0.017233560,18.975628
0.017346939,18.976131
0.017460317,18.976641
0.017573696,18.977158
0.017687075,18.977676
0.017800454,18.978207
0.017913832,18.978739
0.018027211,18.979280
0.018140590,18.979828
0.018253968,18.980381
0.018367347,18.980942
0.018480726,18.981508
0.018594104,18.982084
0.018707483,18.982664
0.018820862,18.983252
0.018934240,18.983847
0.019047619,18.984449
0.019160998,18.985058
0.019274376,18.985674
0.019387755,18.986296
0.019501134,18.986927
0.019614512,18.987562
0.019727891,18.988203
0.019841270,18.988853
0.019954649,18.989510
0.020068027,18.990170
0.020181406,18.990839
0.020294785,18.991514
0.020408163,18.992193
0.020521542,18.992880
0.020634921,18.993570
0.020748299,18.994268
0.020861678,18.994972
0.020975057,18.995682
0.021088435,18.996393
0.021201814,18.997114
0.021315193,18.997837
0.021428571,18.998566
0.021541950,18.999298
0.021655329,19.000034
0.021768707,19.000776
0.021882086,19.001520
0.021995465,19.002270
0.022108844,19.003021
0.022222222,19.003778
0.022335601,19.004538
0.022448980,19.005302
0.022562358,19.006067
0.022675737,19.006838
0.022789116,19.007608
0.022902494,19.008385
0.023015873,19.009163
0.023129252,19.009945
0.023242630,19.010729
0.023356009,19.011517
0.023469388,19.012306
0.023582766,19.013098
0.023696145,19.013893
0.023809524,19.014690
0.023922902,19.015490
0.024036281,19.016293
0.024149660,19.017097
0.024263039,19.017904
0.024376417,19.018715
0.024489796,19.019524
0.024603175,19.020338
0.024716553,19.021154
0.024829932,19.021973
0.024943311,19.022791
0.025056689,19.023613
0.025170068,19.024433
0.025283447,19.025259
0.025396825,19.026083
0.025510204,19.026909
0.025623583,19.027737
0.025736961,19.028564
0.025850340,19.029394
0.025963719,19.030222
0.026077098,19.031052
0.026190476,19.031883
0.026303855,19.032713
0.026417234,19.033543
0.026530612,19.034372
0.026643991,19.035200
0.026757370,19.036032
0.026870748,19.036858
0.026984127,19.037685
0.027097506,19.038511
0.027210884,19.039337
0.027324263,19.040161
0.027437642,19.040983
0.027551020,19.041803
0.027664399,19.042625
0.027777778,19.043442
0.027891156,19.044258
0.028004535,19.045074
0.028117914,19.045887
0.028231293,19.046698
0.028344671,19.047506
0.028458050,19.048315
0.028571429,19.049120
0.028684807,19.049927
0.028798186,19.050728
0.028911565,19.051527
0.029024943,19.052324
0.029138322,19.053120
0.029251701,19.053913
0.029365079,19.054705
0.029478458,19.055494
0.029591837,19.056282
0.029705215,19.057066
0.029818594,19.057848
0.029931973,19.058628
0.030045351,19.059408
0.030158730,19.060184
0.030272109,19.060957
0.030385488,19.061728
0.030498866,19.062498
0.030612245,19.063263
0.030725624,19.064028
0.030839002,19.064789
0.030952381,19.065546
0.031065760,19.066301
0.031179138,19.067055
0.031292517,19.067802
0.031405896,19.068548
0.031519274,19.069292
0.031632653,19.070032
0.031746032,19.070770
0.031859410,19.071501
0.031972789,19.072231
0.032086168,19.072958
0.032199546,19.073681
0.032312925,19.074400
0.032426304,19.075113
0.032539683,19.075827
0.032653061,19.076534
0.032766440,19.077236
0.032879819,19.077936
0.032993197,19.078634
0.033106576,19.079325
0.033219955,19.080013
0.033333333,19.080698
0.033446712,19.081379
0.033560091,19.082056
0.033673469,19.082727
0.033786848,19.083397
0.033900227,19.084061
0.034013605,19.084723
0.034126984,19.085381
0.034240363,19.086035
0.034353741,19.086687
0.034467120,19.087334
0.034580499,19.087976
0.034693878,19.088617
0.034807256,19.089254
0.034920635,19.089890
0.035034014,19.090519
0.035147392,19.091148
0.035260771,19.091774
0.035374150,19.092396
0.035487528,19.093016
0.035600907,19.093634
0.035714286,19.094248
0.035827664,19.094858
0.035941043,19.095469
0.036054422,19.096075
0.036167800,19.096680
0.036281179,19.097281
0.036394558,19.097879
0.036507937,19.098476
0.036621315,19.099072
0.036734694,19.099663
0.036848073,19.100252
0.036961451,19.100840
0.037074830,19.101423
0.037188209,19.102007
0.037301587,19.102587
0.037414966,19.103167
0.037528345,19.103741
0.037641723,19.104315
0.037755102,19.104885
0.037868481,19.105455
0.037981859,19.106022
0.038095238,19.106585
0.038208617,19.107147
0.038321995,19.107706
0.038435374,19.108261
0.038548753,19.108818
0.038662132,19.109369
0.038775510,19.109921
0.038888889,19.110468
0.039002268,19.111013
0.039115646,19.111559
0.039229025,19.112101
0.039342404,19.112640
0.039455782,19.113178
0.039569161,19.113714
0.039682540,19.114248
0.039795918,19.114779
0.039909297,19.115311
0.040022676,19.115839
0.040136054,19.116365
0.040249433,19.116892
0.040362812,19.117416
0.040476190,19.117937
0.040589569,19.118458
0.040702948,19.118979
0.040816327,19.119493
0.040929705,19.120010
0.041043084,19.120525
0.041156463,19.121040
0.041269841,19.121552
0.041383220,19.122063
0.041496599,19.122572
0.041609977,19.123081
0.041723356,19.123587
0.041836735,19.124094
0.041950113,19.124598
0.042063492,19.125101
0.042176871,19.125603
0.042290249,19.126102
0.042403628,19.126600
0.042517007,19.127098
0.042630385,19.127594
0.042743764,19.128086
0.042857143,19.128580
0.042970522,19.129070
0.043083900,19.129559
0.043197279,19.130047
0.043310658,19.130531
0.043424036,19.131014
0.043537415,19.131495
0.043650794,19.131971
0.043764172,19.132448
0.043877551,19.132923
0.043990930,19.133394
0.044104308,19.133865
0.044217687,19.134331
0.044331066,19.134798
0.044444444,19.135260
0.044557823,19.135721
0.044671202,19.136179
0.044784580,19.136635
0.044897959,19.137089
0.045011338,19.137539
0.045124717,19.137989
0.045238095,19.138433
0.045351474,19.138878
0.045464853,19.139318
0.045578231,19.139759
0.045691610,19.140196
0.045804989,19.140629
0.045918367,19.141062
0.046031746,19.141491
0.046145125,19.141916
0.046258503,19.142340
0.046371882,19.142761
0.046485261,19.143181
0.046598639,19.143595
0.046712018,19.144009
0.046825397,19.144421
0.046938776,19.144829
0.047052154,19.145233
0.047165533,19.145636
0.047278912,19.146034
0.047392290,19.146429
0.047505669,19.146822
0.047619048,19.147209
0.047732426,19.147596
0.047845805,19.147978
0.047959184,19.148355
0.048072562,19.148731
0.048185941,19.149101
