rank,frequency_hz,magnitude_db
1,4.625,-16.261
2,9.250,-23.401
3,13.875,-25.509
4,2.375,-26.711
5,8.125,-33.742
6,6.875,-36.192
7,11.500,-37.270
8,2.000,-38.553
9,2.875,-38.846
10,8.625,-39.667
