rank,frequency_hz,magnitude_db
1,3000.000,-11.835
2,3003.875,-25.224
3,2996.125,-29.411
4,3000.625,-40.922
5,2999.500,-40.939
6,2999.125,-45.129
7,3001.000,-47.787
8,2820.000,-51.220
9,375.250,-55.078
10,3007.750,-55.581
