rank,frequency_hz,magnitude_db
1,11.625,-8.370
2,9.250,-34.637
3,11.125,-36.651
4,4.625,-40.759
5,2.375,-40.792
6,23.125,-43.099
7,13.875,-43.967
8,6.750,-44.076
9,16.250,-45.997
10,7.000,-46.834
