rank,frequency_hz,magnitude_db
1,3000.000,-15.258
2,2997.750,-46.760
3,3002.250,-49.248
4,3000.750,-55.859
5,2820.000,-56.755
6,3023.375,-60.070
7,2999.250,-62.519
8,3001.500,-63.592
9,123.250,-64.249
10,124.375,-64.335
