rank,frequency_hz,magnitude_db
1,3000.000,-20.808
2,3004.250,-50.390
3,2995.750,-51.166
4,2991.625,-57.236
5,408.125,-61.994
6,3008.375,-64.690
7,408.875,-65.630
8,3001.000,-65.953
9,180.000,-65.987
10,407.625,-66.543
