rank,frequency_hz,magnitude_db
1,3000.000,-14.213
2,2995.125,-53.024
3,2820.000,-59.166
4,3023.500,-61.249
5,3004.875,-62.187
6,2997.250,-70.439
7,180.000,-70.773
8,2999.250,-71.464
9,408.875,-71.805
10,3002.125,-72.571
